OID,facility_c,facility_i,facility_t,facility_n,sys_loc_co,loc_name,loc_type,loc_type_2,well_statu,geologic_u,depth_of_w,bottom_of_,surf_elev,latest_sam,number_of_,result_cou,non_detect,detect_bel,exceedance,exceedan_1,exceedan_2,exceedan_3,exceedan_4,exceedan_5,exceedan_6,detect_b_1,detect_b_2,detect_b_3,detect_b_4,detect_b_5,latitude,longitude,eda_url,data_downl,moving_avg
12863,SR0000365,31373698.0,Superfund,3M Woodbury,194229, ,Well,Well-Domestic,Active,Jordan,350.0,587.0,937,2020-05-08,13.0,224.0,6.0,8.0,2.0,5.1,05/08/2020,108427-53-8; 108427-53-8,Perfluorohexanesulfonate (PFHxS); Perfluorohexanesulfonate (PFHxS),.051 ug/L; .051 ug/L,5.1; 5.1,45187-15-3; 45187-15-3; 375-22-4; 375-22-4; 355-46-4; 355-46-4; 307-24-4; 307-24-4,Perfluorobutanesulfonate (PFBS); Perfluorobutanesulfonate (PFBS); Perfluorobutanoic acid (PFBA); Perfluorobutanoic acid (PFBA); Perfluorohexanesulfonate (PFHxS); Perfluorohexanesulfonate (PFHxS); Perfluorohexanoic acid (PFHxA); Perfluorohexanoic acid (PF,.007 ug/L; .007 ug/L; 1.4 ug/L; 1.4 ug/L; .006 ug/L; .006 ug/L; .03 ug/L; .03 ug/L,.07; .07; .2; .2; .6; .6; .15; .15,05/08/2020,44.84912,-92.898463,https://webapp.pca.state.mn.us/edaGwater/stations/stationId=194229,https://services.pca.state.mn.us/api/v1/groundwater/monitoring-stations/results?format=csv&stationId=194229,5.571428571428571
6239,LS0013173,44930588.0,Petroleum,Esselman Store,747698,MW-4S,Well,Well-Monitoring, , ,45.0,0.0, ,2020-05-08,9.0,1866.0,212.0,5.0,0.0,0.1, , , , , ,71-43-2; 51218-45-2; 171118-09-5; 152019-73-3; NO2NO3,Benzene; Metolachlor; Metolachlor ESA; Metolachlor OXA; Nitrate/Nitrite as N as N,.14 ug/L; .0305 ug/L; .154 ug/L; .0266 ug/L; 1000 ug/L,.07; 0; 0; 0; .1,05/08/2020,45.712849,-94.110995,https://webapp.pca.state.mn.us/edaGwater/stations/stationId=747698,https://services.pca.state.mn.us/api/v1/groundwater/monitoring-stations/results?format=csv&stationId=747698,9.285714285714286
17165,SR0000055,1449.0,Superfund,Oakdale Dump Sites,1000023977, ,Well,Well-Domestic,Active, ,0.0,0.0, ,2020-05-08,1.0,14.0,8.0,4.0,0.0,0.03, , , , , ,375-22-4; 375-22-4; 307-24-4; 307-24-4,Perfluorobutanoic acid (PFBA); Perfluorobutanoic acid (PFBA); Perfluorohexanoic acid (PFHxA); Perfluorohexanoic acid (PFHxA),.18 ug/L; .18 ug/L; .004 ug/L; .004 ug/L,.03; .03; .02; .02,05/08/2020,44.927702,-92.787377,https://webapp.pca.state.mn.us/edaGwater/stations/stationId=1000023977,https://services.pca.state.mn.us/api/v1/groundwater/monitoring-stations/results?format=csv&stationId=1000023977,12.571428571428571
6210,SR0000192,33288932.0,Superfund,Pine Street Dump (SF),2001006340,TW-3,Well,Well-Temporary,Active, ,0.0,0.0, ,2020-05-08,1.0,162.0,74.0,3.0,2.0,3291.14,05/08/2020,355-46-4; 335-67-1,Perfluorohexane sulfonic acid (PFHxS); Perfluorooctanoic acid,.012 ug/L; .026 ug/L,1.2; 3291.14,375-73-5; 375-22-4; 307-24-4,Perfluorobutane sulfonic acid (PFBS); Perfluorobutanoic acid; Perfluorohexanoic acid,.0049 ug/L; .17 ug/L; .021 ug/L,.05; .02; .11,05/08/2020,44.726459,-92.866089,https://webapp.pca.state.mn.us/edaGwater/stations/stationId=2001006340,https://services.pca.state.mn.us/api/v1/groundwater/monitoring-stations/results?format=csv&stationId=2001006340,9.428571428571429
9784,SR0000377,1773.0,Superfund,St. Louis Park Solvent Plume,462928,P309,Well,Well-Monitoring,Active,Quaternary Water Table Aquifer,73.0,852.0,925.16,2020-05-08,37.0,7924.0,408.0,36.0,28.0,1385.0,05/08/2020,75-35-4; 75-35-4; 75-35-4; 75-35-4; 71-43-2; 71-43-2; 71-43-2; 71-43-2; 92-52-4; 92-52-4; 92-52-4; 92-52-4; 7439-96-5; 7439-96-5; 7439-96-5; 7439-96-5; 75-01-4; 75-01-4; 75-01-4; 75-01-4; 156-59-2; 156-59-2; 156-59-2; 156-59-2; 156-60-5; 156-60-5; 156-60,"1,1-Dichloroethene; 1,1-Dichloroethene; 1,1-Dichloroethene; 1,1-Dichloroethene; Benzene; Benzene; Benzene; Benzene; Biphenyl; Biphenyl; Biphenyl; Biphenyl; Manganese; Manganese; Manganese; Manganese; Vinyl chloride; Vinyl chloride; Vinyl chloride; Vinyl",9.5 ug/L; 9.5 ug/L; 9.5 ug/L; 9.5 ug/L; 31.3 ug/L; 31.3 ug/L; 31.3 ug/L; 31.3 ug/L; 10 ug/L; 10 ug/L; 10 ug/L; 10 ug/L; 672 ug/L; 672 ug/L; 672 ug/L; 672 ug/L; 277 ug/L; 277 ug/L; 277 ug/L; 277 ug/L; 3730 ug/L; 3730 ug/L; 3730 ug/L; 3730 ug/L; 49.1 ug/L;,1.36; 1.36; 1.36; 1.36; 15.65; 15.65; 15.65; 15.65; 1; 1; 1; 1; 6.72; 6.72; 6.72; 6.72; 1385; 1385; 1385; 1385; 621.67; 621.67; 621.67; 621.67; 5.46; 5.46; 5.46; 5.46,83-32-9; 83-32-9; 83-32-9; 83-32-9; 120-12-7; 120-12-7; 120-12-7; 120-12-7; 206-44-0; 206-44-0; 206-44-0; 206-44-0; 86-73-7; 86-73-7; 86-73-7; 86-73-7; 91-20-3; 91-20-3; 91-20-3; 91-20-3; 108-95-2; 108-95-2; 108-95-2; 108-95-2; 129-00-0; 129-00-0; 129-00,Acenaphthene; Acenaphthene; Acenaphthene; Acenaphthene; Anthracene; Anthracene; Anthracene; Anthracene; Fluoranthene; Fluoranthene; Fluoranthene; Fluoranthene; Fluorene; Fluorene; Fluorene; Fluorene; Naphthalene; Naphthalene; Naphthalene; Naphthalene; Ph,74.1 ug/L; 74.1 ug/L; 74.1 ug/L; 74.1 ug/L; .068 ug/L; .068 ug/L; .068 ug/L; .068 ug/L; .033 ug/L; .033 ug/L; .033 ug/L; .033 ug/L; 1.2 ug/L; 1.2 ug/L; 1.2 ug/L; 1.2 ug/L; 8 ug/L; 8 ug/L; 8 ug/L; 8 ug/L; 13.9 ug/L; 13.9 ug/L; 13.9 ug/L; 13.9 ug/L; .053 u,.74; .74; .74; .74; 0; 0; 0; 0; 0; 0; 0; 0; .02; .02; .02; .02; .11; .11; .11; .11; 0; 0; 0; 0; 0; 0; 0; 0; .8; .8; .8; .8; .07; .07; .07; .07,05/08/2020,44.939131,-93.363654,https://webapp.pca.state.mn.us/edaGwater/stations/stationId=462928,https://services.pca.state.mn.us/api/v1/groundwater/monitoring-stations/results?format=csv&stationId=462928,9.428571428571429
1343,SR0000060,1772.0,Superfund,Reilly Tar & Chemical Saint Louis Park,462928,P309,Well,Well-Monitoring,Active,Quaternary Water Table Aquifer,73.0,852.0,925.16,2020-05-08,37.0,7924.0,408.0,36.0,28.0,1385.0,05/08/2020,75-35-4; 75-35-4; 75-35-4; 75-35-4; 71-43-2; 71-43-2; 71-43-2; 71-43-2; 92-52-4; 92-52-4; 92-52-4; 92-52-4; 7439-96-5; 7439-96-5; 7439-96-5; 7439-96-5; 75-01-4; 75-01-4; 75-01-4; 75-01-4; 156-59-2; 156-59-2; 156-59-2; 156-59-2; 156-60-5; 156-60-5; 156-60,"1,1-Dichloroethene; 1,1-Dichloroethene; 1,1-Dichloroethene; 1,1-Dichloroethene; Benzene; Benzene; Benzene; Benzene; Biphenyl; Biphenyl; Biphenyl; Biphenyl; Manganese; Manganese; Manganese; Manganese; Vinyl chloride; Vinyl chloride; Vinyl chloride; Vinyl",9.5 ug/L; 9.5 ug/L; 9.5 ug/L; 9.5 ug/L; 31.3 ug/L; 31.3 ug/L; 31.3 ug/L; 31.3 ug/L; 10 ug/L; 10 ug/L; 10 ug/L; 10 ug/L; 672 ug/L; 672 ug/L; 672 ug/L; 672 ug/L; 277 ug/L; 277 ug/L; 277 ug/L; 277 ug/L; 3730 ug/L; 3730 ug/L; 3730 ug/L; 3730 ug/L; 49.1 ug/L;,1.36; 1.36; 1.36; 1.36; 15.65; 15.65; 15.65; 15.65; 1; 1; 1; 1; 6.72; 6.72; 6.72; 6.72; 1385; 1385; 1385; 1385; 621.67; 621.67; 621.67; 621.67; 5.46; 5.46; 5.46; 5.46,83-32-9; 83-32-9; 83-32-9; 83-32-9; 120-12-7; 120-12-7; 120-12-7; 120-12-7; 206-44-0; 206-44-0; 206-44-0; 206-44-0; 86-73-7; 86-73-7; 86-73-7; 86-73-7; 91-20-3; 91-20-3; 91-20-3; 91-20-3; 108-95-2; 108-95-2; 108-95-2; 108-95-2; 129-00-0; 129-00-0; 129-00,Acenaphthene; Acenaphthene; Acenaphthene; Acenaphthene; Anthracene; Anthracene; Anthracene; Anthracene; Fluoranthene; Fluoranthene; Fluoranthene; Fluoranthene; Fluorene; Fluorene; Fluorene; Fluorene; Naphthalene; Naphthalene; Naphthalene; Naphthalene; Ph,74.1 ug/L; 74.1 ug/L; 74.1 ug/L; 74.1 ug/L; .068 ug/L; .068 ug/L; .068 ug/L; .068 ug/L; .033 ug/L; .033 ug/L; .033 ug/L; .033 ug/L; 1.2 ug/L; 1.2 ug/L; 1.2 ug/L; 1.2 ug/L; 8 ug/L; 8 ug/L; 8 ug/L; 8 ug/L; 13.9 ug/L; 13.9 ug/L; 13.9 ug/L; 13.9 ug/L; .053 u,.74; .74; .74; .74; 0; 0; 0; 0; 0; 0; 0; 0; .02; .02; .02; .02; .11; .11; .11; .11; 0; 0; 0; 0; 0; 0; 0; 0; .8; .8; .8; .8; .07; .07; .07; .07,05/08/2020,44.939131,-93.363654,https://webapp.pca.state.mn.us/edaGwater/stations/stationId=462928,https://services.pca.state.mn.us/api/v1/groundwater/monitoring-stations/results?format=csv&stationId=462928,10.142857142857142
5255,SW-32,1262.0,Closed Landfill,Louisville Landfill,245226,MW-9,Well,Well-Monitoring,Active,Jordan,81.0,688.0,768.58,2020-05-08,44.0,2972.0,74.0,8.0,6.0,18987.34,05/08/2020,123-91-1; 7440-42-8; 108427-53-8; 45298-90-6; 335-67-1; 75-01-4,"1,4-Dioxane; Boron, Dissolved; Perfluorohexanesulfonate (PFHxS); Perfluorooctanesulfonate (PFOS); Perfluorooctanoic acid (PFOA); Vinyl chloride",8.1 ug/L; 574 ug/L; .063 ug/L; .077 ug/L; .15 ug/L; .5 ug/L,8.1; 1.15; 6.3; 33.48; 18987.34; 2.5,106-46-7; 7440-39-3; 60-29-7; 7439-96-5; 45187-15-3; 375-22-4; 307-24-4; 156-59-2,"1,4-Dichlorobenzene; Barium; Ethyl ether; Manganese, Dissolved; Perfluorobutanesulfonate (PFBS); Perfluorobutanoic acid (PFBA); Perfluorohexanoic acid (PFHxA); cis-1,2-Dichloroethene",1.2 ug/L; 171 ug/L; 4.2 ug/L; 38 ug/L; .022 ug/L; .29 ug/L; .14 ug/L; 1.9 ug/L,.02; .09; .02; .38; .22; .04; .7; .32,05/08/2020,44.755207,-93.595501,https://webapp.pca.state.mn.us/edaGwater/stations/stationId=245226,https://services.pca.state.mn.us/api/v1/groundwater/monitoring-stations/results?format=csv&stationId=245226,14.142857142857142
2818,SR0001491,43625976.0,Superfund,East Metro PFAS,194229, ,Well,Well-Domestic,Active,Jordan,350.0,587.0,937,2020-05-08,13.0,224.0,6.0,8.0,2.0,5.1,05/08/2020,108427-53-8; 108427-53-8,Perfluorohexanesulfonate (PFHxS); Perfluorohexanesulfonate (PFHxS),.051 ug/L; .051 ug/L,5.1; 5.1,45187-15-3; 45187-15-3; 375-22-4; 375-22-4; 355-46-4; 355-46-4; 307-24-4; 307-24-4,Perfluorobutanesulfonate (PFBS); Perfluorobutanesulfonate (PFBS); Perfluorobutanoic acid (PFBA); Perfluorobutanoic acid (PFBA); Perfluorohexanesulfonate (PFHxS); Perfluorohexanesulfonate (PFHxS); Perfluorohexanoic acid (PFHxA); Perfluorohexanoic acid (PF,.007 ug/L; .007 ug/L; 1.4 ug/L; 1.4 ug/L; .006 ug/L; .006 ug/L; .03 ug/L; .03 ug/L,.07; .07; .2; .2; .6; .6; .15; .15,05/08/2020,44.848663,-92.898788,https://webapp.pca.state.mn.us/edaGwater/stations/stationId=194229,https://services.pca.state.mn.us/api/v1/groundwater/monitoring-stations/results?format=csv&stationId=194229,14.0
7827,LS0013173,44930588.0,Petroleum,Esselman Store,726466,MW-1S,Well,Well-Monitoring, ,Quaternary Water Table Aquifer,42.5,0.0, ,2020-05-08,9.0,1866.0,199.0,13.0,5.0,975.0,05/08/2020,106-93-4; 107-06-2; 71-43-2; 100-41-4; 108-88-3,"1,2-Dibromoethane (EDB); 1,2-Dichloroethane; Benzene; Ethylbenzene; Toluene",3.9 ug/L; 90.5 ug/L; 1630 ug/L; 110 ug/L; 422 ug/L,975; 90.5; 815; 2.75; 6.03,95-63-6; 108-67-8; 94-75-7; 108-10-1; 187022-11-3; 194992-44-4; 142363-53-9; 171262-17-2; 98-82-8; 171118-09-5; 152019-73-3; 91-20-3; 1330-20-7,"1,2,4-Trimethylbenzene; 1,3,5-Trimethylbenzene; 2,4-D; 4-Methyl-2-pentanone (MIBK); Acetochlor ESA; Acetochlor OXA; Alachlor ESA; Alachlor OXA; Isopropylbenzene (Cumene); Metolachlor ESA; Metolachlor OXA; Naphthalene; Xylene (Total)",27.7 ug/L; 6.8 ug/L; .0374 ug/L; 15.9 ug/L; .0908 ug/L; .351 ug/L; 1.11 ug/L; 1.46 ug/L; 3.5 ug/L; 2.07 ug/L; 4.48 ug/L; 14.5 ug/L; 231 ug/L,.92; .23; 0; .05; 0; 0; .02; .03; .01; 0; 0; .21; .77,05/08/2020,45.713232,-94.110706,https://webapp.pca.state.mn.us/edaGwater/stations/stationId=726466,https://services.pca.state.mn.us/api/v1/groundwater/monitoring-stations/results?format=csv&stationId=726466,10.0
15184,SR0000358,1748.0,Superfund,Edina Well Field Site,462928,P309,Well,Well-Monitoring,Active,Quaternary Water Table Aquifer,81.0,842.0,923.19228676,2020-05-08,37.0,7924.0,408.0,36.0,28.0,1385.0,05/08/2020,75-35-4; 75-35-4; 75-35-4; 75-35-4; 71-43-2; 71-43-2; 71-43-2; 71-43-2; 92-52-4; 92-52-4; 92-52-4; 92-52-4; 7439-96-5; 7439-96-5; 7439-96-5; 7439-96-5; 75-01-4; 75-01-4; 75-01-4; 75-01-4; 156-59-2; 156-59-2; 156-59-2; 156-59-2; 156-60-5; 156-60-5; 156-60,"1,1-Dichloroethene; 1,1-Dichloroethene; 1,1-Dichloroethene; 1,1-Dichloroethene; Benzene; Benzene; Benzene; Benzene; Biphenyl; Biphenyl; Biphenyl; Biphenyl; Manganese; Manganese; Manganese; Manganese; Vinyl chloride; Vinyl chloride; Vinyl chloride; Vinyl",9.5 ug/L; 9.5 ug/L; 9.5 ug/L; 9.5 ug/L; 31.3 ug/L; 31.3 ug/L; 31.3 ug/L; 31.3 ug/L; 10 ug/L; 10 ug/L; 10 ug/L; 10 ug/L; 672 ug/L; 672 ug/L; 672 ug/L; 672 ug/L; 277 ug/L; 277 ug/L; 277 ug/L; 277 ug/L; 3730 ug/L; 3730 ug/L; 3730 ug/L; 3730 ug/L; 49.1 ug/L;,1.36; 1.36; 1.36; 1.36; 15.65; 15.65; 15.65; 15.65; 1; 1; 1; 1; 6.72; 6.72; 6.72; 6.72; 1385; 1385; 1385; 1385; 621.67; 621.67; 621.67; 621.67; 5.46; 5.46; 5.46; 5.46,83-32-9; 83-32-9; 83-32-9; 83-32-9; 120-12-7; 120-12-7; 120-12-7; 120-12-7; 206-44-0; 206-44-0; 206-44-0; 206-44-0; 86-73-7; 86-73-7; 86-73-7; 86-73-7; 91-20-3; 91-20-3; 91-20-3; 91-20-3; 108-95-2; 108-95-2; 108-95-2; 108-95-2; 129-00-0; 129-00-0; 129-00,Acenaphthene; Acenaphthene; Acenaphthene; Acenaphthene; Anthracene; Anthracene; Anthracene; Anthracene; Fluoranthene; Fluoranthene; Fluoranthene; Fluoranthene; Fluorene; Fluorene; Fluorene; Fluorene; Naphthalene; Naphthalene; Naphthalene; Naphthalene; Ph,74.1 ug/L; 74.1 ug/L; 74.1 ug/L; 74.1 ug/L; .068 ug/L; .068 ug/L; .068 ug/L; .068 ug/L; .033 ug/L; .033 ug/L; .033 ug/L; .033 ug/L; 1.2 ug/L; 1.2 ug/L; 1.2 ug/L; 1.2 ug/L; 8 ug/L; 8 ug/L; 8 ug/L; 8 ug/L; 13.9 ug/L; 13.9 ug/L; 13.9 ug/L; 13.9 ug/L; .053 u,.74; .74; .74; .74; 0; 0; 0; 0; 0; 0; 0; 0; .02; .02; .02; .02; .11; .11; .11; .11; 0; 0; 0; 0; 0; 0; 0; 0; .8; .8; .8; .8; .07; .07; .07; .07,05/08/2020,44.939131,-93.363656,https://webapp.pca.state.mn.us/edaGwater/stations/stationId=462928,https://services.pca.state.mn.us/api/v1/groundwater/monitoring-stations/results?format=csv&stationId=462928,6.571428571428571
10780,LS0013173,44930588.0,Petroleum,Esselman Store,773546,MW-8D,Well,Well-Monitoring, , ,145.0,0.0, ,2020-05-08,10.0,1870.0,203.0,13.0,1.0,5.1,05/08/2020,71-43-2,Benzene,10.2 ug/L,5.1,107-06-2; 94-75-7; 187022-11-3; 194992-44-4; 142363-53-9; 171262-17-2; 1912-24-9; 1918-00-9; 171118-09-5; 152019-73-3; 14797-55-8; NO2NO3; 109-99-9,"1,2-Dichloroethane; 2,4-D; Acetochlor ESA; Acetochlor OXA; Alachlor ESA; Alachlor OXA; Atrazine; Dicamba; Metolachlor ESA; Metolachlor OXA; Nitrate as N as N; Nitrate/Nitrite as N as N; Tetrahydrofuran",.87 ug/L; .299 ug/L; .973 ug/L; .885 ug/L; .217 ug/L; .162 ug/L; .0321 ug/L; .271 ug/L; .451 ug/L; .573 ug/L; 1300 ug/L; 1400 ug/L; 5.1 ug/L,.87; .01; 0; .01; 0; 0; .01; 0; 0; 0; .13; .14; .01,05/08/2020,45.712835,-94.111,https://webapp.pca.state.mn.us/edaGwater/stations/stationId=773546,https://services.pca.state.mn.us/api/v1/groundwater/monitoring-stations/results?format=csv&stationId=773546,6.857142857142857
13083,SR0001491,43625976.0,Superfund,East Metro PFAS,1000023977, ,Well,Well-Domestic,Active, ,0.0,0.0,867,2020-05-08,1.0,14.0,8.0,4.0,0.0,0.03, , , , , ,375-22-4; 375-22-4; 307-24-4; 307-24-4,Perfluorobutanoic acid (PFBA); Perfluorobutanoic acid (PFBA); Perfluorohexanoic acid (PFHxA); Perfluorohexanoic acid (PFHxA),.18 ug/L; .18 ug/L; .004 ug/L; .004 ug/L,.03; .03; .02; .02,05/08/2020,44.927702,-92.787377,https://webapp.pca.state.mn.us/edaGwater/stations/stationId=1000023977,https://services.pca.state.mn.us/api/v1/groundwater/monitoring-stations/results?format=csv&stationId=1000023977,6.571428571428571
8423,SW-32,1262.0,Closed Landfill,Louisville Landfill,557380,DC119,Well,Well-Monitoring, , ,147.0,695.0,842.29,2020-05-08,47.0,6422.0,78.0,8.0,4.0,4430.38,05/08/2020,123-91-1; 108427-53-8; 45298-90-6; 335-67-1,"1,4-Dioxane; Perfluorohexanesulfonate (PFHxS); Perfluorooctanesulfonate (PFOS); Perfluorooctanoic acid (PFOA)",3.2 ug/L; .038 ug/L; .047 ug/L; .035 ug/L,3.2; 3.8; 20.43; 4430.38,7440-39-3; 7440-42-8; 75-43-4; NO2NO3; 45187-15-3; 375-22-4; 307-24-4; 75-01-4,"Barium; Boron, Dissolved; Dichlorofluoromethane; Inorganic nitrogen (nitrate and nitrite) as N; Perfluorobutanesulfonate (PFBS); Perfluorobutanoic acid (PFBA); Perfluorohexanoic acid (PFHxA); Vinyl chloride",81.9 ug/L; 351 ug/L; 6.1 ug/L; 5800 ug/L; .006 ug/L; .073 ug/L; .031 ug/L; .07 ug/L,.04; .7; .31; .58; .06; .01; .16; .35,05/08/2020,44.759443,-93.591912,https://webapp.pca.state.mn.us/edaGwater/stations/stationId=557380,https://services.pca.state.mn.us/api/v1/groundwater/monitoring-stations/results?format=csv&stationId=557380,5.857142857142857
9859,SW-32,1262.0,Closed Landfill,Louisville Landfill,557378,DC117,Well,Well-Monitoring, , ,160.0,674.0,834.15,2020-05-08,40.0,5926.0,70.0,10.0,8.0,48101.27,05/08/2020,123-91-1; 7440-42-8; 7439-96-5; 108427-53-8; 307-24-4; 45298-90-6; 335-67-1; 75-01-4,"1,4-Dioxane; Boron, Dissolved; Manganese, Dissolved; Perfluorohexanesulfonate (PFHxS); Perfluorohexanoic acid (PFHxA); Perfluorooctanesulfonate (PFOS); Perfluorooctanoic acid (PFOA); Vinyl chloride",13 ug/L; 1660 ug/L; 2250 ug/L; .16 ug/L; .39 ug/L; .2 ug/L; .38 ug/L; .45 ug/L,13; 3.32; 22.5; 16; 1.95; 86.96; 48101.27; 2.25,75-34-3; 106-46-7; 7440-38-2; 7440-39-3; 60-29-7; 7440-02-0; 45187-15-3; 375-22-4; 109-99-9; 156-59-2,"1,1-Dichloroethane; 1,4-Dichlorobenzene; Arsenic; Barium; Ethyl ether; Nickel; Perfluorobutanesulfonate (PFBS); Perfluorobutanoic acid (PFBA); Tetrahydrofuran (THF); cis-1,2-Dichloroethene",1.2 ug/L; 1.3 ug/L; 1.84 ug/L; 142 ug/L; 7.9 ug/L; 11.3 ug/L; .039 ug/L; .67 ug/L; 16 ug/L; 2.4 ug/L,.02; .03; .18; .07; .04; .11; .39; .1; .03; .4,05/08/2020,44.755327,-93.592033,https://webapp.pca.state.mn.us/edaGwater/stations/stationId=557378,https://services.pca.state.mn.us/api/v1/groundwater/monitoring-stations/results?format=csv&stationId=557378,2.857142857142857
4973,SW-99,1301.0,Closed Landfill,Becker County Landfill,271751, ,Well,Well-Domestic,Active, ,0.0,0.0, ,2020-05-11,12.0,816.0,68.0,0.0,0.0,0.0, , , , , , , , , , ,46.859638,-95.87963,https://webapp.pca.state.mn.us/edaGwater/stations/stationId=271751,https://services.pca.state.mn.us/api/v1/groundwater/monitoring-stations/results?format=csv&stationId=271751,2.7142857142857144
4828,SW-99,1301.0,Closed Landfill,Becker County Landfill,271752, ,Well,Well-Domestic,Active, ,0.0,0.0, ,2020-05-11,8.0,544.0,68.0,0.0,0.0,0.0, , , , , , , , , , ,46.860999,-95.881553,https://webapp.pca.state.mn.us/edaGwater/stations/stationId=271752,https://services.pca.state.mn.us/api/v1/groundwater/monitoring-stations/results?format=csv&stationId=271752,2.7142857142857144
5381,SW-150,1325.0,Closed Landfill,Hickory Grove Landfill,785554,MW-6A,Well,Well-Monitoring,Active,Quaternary Water Table Aquifer,18.0,1268.0,1286.15,2020-05-12,9.0,727.0,73.0,6.0,7.0,6455.7,05/12/2020,123-91-1; 7440-43-9; 7439-92-1; 7439-96-5; 45298-90-6; 335-67-1; 75-01-4,"1,4-Dioxane; Cadmium; Lead; Manganese; Perfluorooctanesulfonate (PFOS); Perfluorooctanoic acid (PFOA); Vinyl chloride",8.2 ug/L; 1.51 ug/L; 21.4 ug/L; 1700 ug/L; .11 ug/L; .051 ug/L; .67 ug/L,8.2; 3.02; 1.43; 17; 47.83; 6455.7; 3.35,7440-38-2; 7440-47-3; 60-29-7; 7439-97-6; 7440-02-0; 7440-66-6,Arsenic; Chromium; Ethyl ether; Mercury; Nickel; Zinc,3.2 ug/L; 13.7 ug/L; 16 ug/L; .104 ug/L; 40.7 ug/L; 197 ug/L,.32; .14; .08; .05; .41; .1,05/12/2020,46.268466,-93.513984,https://webapp.pca.state.mn.us/edaGwater/stations/stationId=785554,https://services.pca.state.mn.us/api/v1/groundwater/monitoring-stations/results?format=csv&stationId=785554,2.142857142857143
9679,SW-108,1306.0,Closed Landfill,Benson Landfill,429486,MW-4A,Well,Well-Monitoring,Active,Quaternary Water Table Aquifer,15.0,1030.0,1045,2020-05-12,67.0,4381.0,83.0,7.0,0.0,0.22, , , , , ,7440-38-2; 7440-39-3; 7440-42-8; 7440-47-3; NO2NO3; 7440-02-0; 375-22-4,Arsenic; Barium; Boron; Chromium; Inorganic nitrogen (nitrate and nitrite) as N; Nickel; Perfluorobutanoic acid (PFBA),.96 ug/L; 148 ug/L; 110 ug/L; 10 ug/L; 200 ug/L; 1.61 ug/L; .005 ug/L,.1; .07; .22; .1; .02; .02; 0,05/12/2020,45.330058,-95.577215,https://webapp.pca.state.mn.us/edaGwater/stations/stationId=429486,https://services.pca.state.mn.us/api/v1/groundwater/monitoring-stations/results?format=csv&stationId=429486,1.2857142857142858
1221,SW-108,1306.0,Closed Landfill,Benson Landfill,429487,MW-4B,Well,Well-Monitoring,Active,Quaternary Water Table Aquifer,44.0,1001.0,1045,2020-05-12,66.0,4287.0,83.0,6.0,0.0,0.9, , , , , ,7440-38-2; 7440-39-3; 7440-47-3; NO2NO3; 7439-96-5; 7440-02-0,Arsenic; Barium; Chromium; Inorganic nitrogen (nitrate and nitrite) as N; Manganese; Nickel,.64 ug/L; 370 ug/L; 10 ug/L; 200 ug/L; 90 ug/L; .74 ug/L,.06; .19; .1; .02; .9; .01,11/21/2018,45.33006,-95.577189,https://webapp.pca.state.mn.us/edaGwater/stations/stationId=429487,https://services.pca.state.mn.us/api/v1/groundwater/monitoring-stations/results?format=csv&stationId=429487,1.2857142857142858
842,SR0001051,33289022.0,Superfund,"MDA - Cedar Service, Bemidji",839933,MW-34,Well,Well-Monitoring,Active, ,95.0,0.0, ,2020-05-12,6.0,78.0,7.0,1.0,0.0,0.12, , , , , ,120-83-2,"2,4-Dichlorophenol",2.4 ug/L,.12,05/12/2020,47.44453,-94.85933,https://webapp.pca.state.mn.us/edaGwater/stations/stationId=839933,https://services.pca.state.mn.us/api/v1/groundwater/monitoring-stations/results?format=csv&stationId=839933,1.7142857142857142
10400,SW-150,1325.0,Closed Landfill,Hickory Grove Landfill,785553,MW-6B,Well,Well-Monitoring,Active,Quaternary Buried Artesian Aquifer,75.0,1212.0,1286.78,2020-05-12,15.0,1087.0,79.0,5.0,2.0,16455.7,05/12/2020,7439-96-5; 335-67-1,Manganese; Perfluorooctanoic acid (PFOA),220 ug/L; .13 ug/L,2.2; 16455.7,7440-38-2; 7439-92-1; 7440-02-0; 375-22-4; 307-24-4,Arsenic; Lead; Nickel; Perfluorobutanoic acid (PFBA); Perfluorohexanoic acid (PFHxA),5 ug/L; .91 ug/L; 12 ug/L; .054 ug/L; .07 ug/L,.5; .06; .12; .01; .35,05/12/2020,46.268466,-93.513971,https://webapp.pca.state.mn.us/edaGwater/stations/stationId=785553,https://services.pca.state.mn.us/api/v1/groundwater/monitoring-stations/results?format=csv&stationId=785553,1.1428571428571428
365,SR0001051,33289022.0,Superfund,"MDA - Cedar Service, Bemidji",839932,MW-35,Well,Well-Monitoring,Active, ,70.0,0.0, ,2020-05-12,5.0,65.0,10.0,0.0,0.0,0.0, , , , , , , , , , ,47.44452,-94.8593,https://webapp.pca.state.mn.us/edaGwater/stations/stationId=839932,https://services.pca.state.mn.us/api/v1/groundwater/monitoring-stations/results?format=csv&stationId=839932,1.2857142857142858
