Group,Program,Preferred ID,Facility name,Sys Loc Code,Loc Name,Loc Type,Latitude,Longitude,Sys Sample Code,Sample date,Medium,Matrix,Analyte,Analyte Short Name,CAS,Detect Flag,Result text,Result numeric,Unit,Lab Qualifiers,Detect description,Method Detection Limit,Reporting Detection Limit,Approval code,Fraction,Dilution factor,Result type code,Analytic method,AI ID,AI name,Address,City,State,Zip Code,County
Landfills and other solid waste management facilities,Solid Waste,SW-499,Rock County Demolition Landfill,630780,DMW-3,Well-Monitoring,43.662142,-96.165851,630780.2304051030.000S,2023-04-05,Water,Wtr-Ground,Perfluorooctanoic acid,PFOA,335-67-1,Y,15.4,15.4,ng/L,,,0.89,2.1,Prelim,Total,1.0,TRG,PACE 537.1 MOD,3802.0,Rock County Transfer Station,1236 N River Rd,Luverne,MN,56156,Rock
Landfills and other solid waste management facilities,Solid Waste,SW-499,Rock County Demolition Landfill,630780,DMW-3,Well-Monitoring,43.662142,-96.165851,630780.2304051030.000S,2023-04-05,Water,Wtr-Ground,Perfluorooctadecanoic acid,PFODA,16517-11-6,N,<0.64,,ng/L,<,Below Method Detection Limit,0.64,2.1,Prelim,Total,1.0,TRG,PACE 537.1 MOD,3802.0,Rock County Transfer Station,1236 N River Rd,Luverne,MN,56156,Rock
Landfills and other solid waste management facilities,Solid Waste,SW-499,Rock County Demolition Landfill,630780,DMW-3,Well-Monitoring,43.662142,-96.165851,630780.2304051030.000S,2023-04-05,Water,Wtr-Ground,Perfluorooctanesulfonic acid,PFOS,1763-23-1,Y,0.87,0.87,ng/L,J,,0.69,1.9,Prelim,Total,1.0,TRG,PACE 537.1 MOD,3802.0,Rock County Transfer Station,1236 N River Rd,Luverne,MN,56156,Rock
Landfills and other solid waste management facilities,Solid Waste,SW-499,Rock County Demolition Landfill,630780,DMW-3,Well-Monitoring,43.662142,-96.165851,630780.2304051030.000S,2023-04-05,Water,Wtr-Ground,Perfluorooctanesulfonamide,PFOSA,754-91-6,N,<0.74,,ng/L,<,Below Method Detection Limit,0.74,2.1,Prelim,Total,1.0,TRG,PACE 537.1 MOD,3802.0,Rock County Transfer Station,1236 N River Rd,Luverne,MN,56156,Rock
Landfills and other solid waste management facilities,Solid Waste,SW-499,Rock County Demolition Landfill,630780,DMW-3,Well-Monitoring,43.662142,-96.165851,630780.2304051030.000S,2023-04-05,Water,Wtr-Ground,Perfluoropentanoic acid,PFPeA,2706-90-3,Y,17,17.0,ng/L,,,0.85,2.1,Prelim,Total,1.0,TRG,PACE 537.1 MOD,3802.0,Rock County Transfer Station,1236 N River Rd,Luverne,MN,56156,Rock
Landfills and other solid waste management facilities,Solid Waste,SW-499,Rock County Demolition Landfill,630780,DMW-3,Well-Monitoring,43.662142,-96.165851,630780.2304051030.000S,2023-04-05,Water,Wtr-Ground,Perfluoropentanesulfonic acid,PFPeS,2706-91-4,Y,1.8,1.8,ng/L,J,,0.62,1.9,Prelim,Total,1.0,TRG,PACE 537.1 MOD,3802.0,Rock County Transfer Station,1236 N River Rd,Luverne,MN,56156,Rock
Landfills and other solid waste management facilities,Solid Waste,SW-499,Rock County Demolition Landfill,630780,DMW-3,Well-Monitoring,43.662142,-96.165851,630780.2304051030.000S,2023-04-05,Water,Wtr-Ground,Perfluorotetradecanoic acid,PFTA,376-06-7,N,<0.62,,ng/L,<,Below Method Detection Limit,0.62,2.1,Prelim,Total,1.0,TRG,PACE 537.1 MOD,3802.0,Rock County Transfer Station,1236 N River Rd,Luverne,MN,56156,Rock
Landfills and other solid waste management facilities,Solid Waste,SW-499,Rock County Demolition Landfill,630780,DMW-3,Well-Monitoring,43.662142,-96.165851,630780.2304051030.000S,2023-04-05,Water,Wtr-Ground,Perfluorotridecanoic acid,PFTrA,72629-94-8,N,<0.64,,ng/L,<,Below Method Detection Limit,0.64,2.1,Prelim,Total,1.0,TRG,PACE 537.1 MOD,3802.0,Rock County Transfer Station,1236 N River Rd,Luverne,MN,56156,Rock
Landfills and other solid waste management facilities,Solid Waste,SW-499,Rock County Demolition Landfill,630780,DMW-3,Well-Monitoring,43.662142,-96.165851,630780.2304051030.000S,2023-04-05,Water,Wtr-Ground,Perfluoroundecanoic acid,PFUnA,2058-94-8,N,<0.50,,ng/L,<,Below Method Detection Limit,0.5,2.1,Prelim,Total,1.0,TRG,PACE 537.1 MOD,3802.0,Rock County Transfer Station,1236 N River Rd,Luverne,MN,56156,Rock
Municipal wastewater treatment plants,Wastewater,MN0024643,Roseau WWTP MN0024643,FA00433,WS 001,Influent Waste Stream,48.87285,-95.7252,FA00433.2303150807.000S,2023-03-15,Water,Inf-WWTP,11-chloroeicosafluoro-3-oxaundecane-1-sulfonic acid,11Cl-PF3OUdS,763051-92-9,N,<4.68,,ng/L,<,Below Method Detection Limit,4.68,20.0,Prelim,Total,1.0,TRG,1633,35109.0,Roseau WWTP,1198 Center St W,Roseau,MN,56751,Roseau
Municipal wastewater treatment plants,Wastewater,MN0024643,Roseau WWTP MN0024643,FA00433,WS 001,Influent Waste Stream,48.87285,-95.7252,FA00433.2303150807.000S,2023-03-15,Water,Inf-WWTP,FTCA 3:3,3:3 FTCA,356-02-5,N,<7.41,,ng/L,<,Below Method Detection Limit,7.41,25.0,Prelim,Total,1.0,TRG,1633,35109.0,Roseau WWTP,1198 Center St W,Roseau,MN,56751,Roseau
Municipal wastewater treatment plants,Wastewater,MN0024643,Roseau WWTP MN0024643,FA00433,WS 001,Influent Waste Stream,48.87285,-95.7252,FA00433.2303150807.000S,2023-03-15,Water,Inf-WWTP,FtS 4:2 acid,4:2 FtS,757124-72-4,N,<3.16,,ng/L,<,Below Method Detection Limit,3.16,20.0,Prelim,Total,1.0,TRG,1633,35109.0,Roseau WWTP,1198 Center St W,Roseau,MN,56751,Roseau
Municipal wastewater treatment plants,Wastewater,MN0024643,Roseau WWTP MN0024643,FA00433,WS 001,Influent Waste Stream,48.87285,-95.7252,FA00433.2303150807.000S,2023-03-15,Water,Inf-WWTP,FTCA 5:3,5:3 FTCA,914637-49-3,N,<9.40,,ng/L,<,Below Method Detection Limit,9.4,125.0,Prelim,Total,1.0,TRG,1633,35109.0,Roseau WWTP,1198 Center St W,Roseau,MN,56751,Roseau
Municipal wastewater treatment plants,Wastewater,MN0024643,Roseau WWTP MN0024643,FA00433,WS 001,Influent Waste Stream,48.87285,-95.7252,FA00433.2303150807.000S,2023-03-15,Water,Inf-WWTP,FtS 6:2 acid,6:2 FtS,27619-97-2,N,<4.73,,ng/L,<,Below Method Detection Limit,4.73,20.0,Prelim,Total,1.0,TRG,1633,35109.0,Roseau WWTP,1198 Center St W,Roseau,MN,56751,Roseau
Municipal wastewater treatment plants,Wastewater,MN0024643,Roseau WWTP MN0024643,FA00433,WS 001,Influent Waste Stream,48.87285,-95.7252,FA00433.2303150807.000S,2023-03-15,Water,Inf-WWTP,FTCA 7:3 ion,7:3 FTCA,812-70-4,N,<12.8,,ng/L,<,Below Method Detection Limit,12.8,125.0,Prelim,Total,1.0,TRG,1633,35109.0,Roseau WWTP,1198 Center St W,Roseau,MN,56751,Roseau
Municipal wastewater treatment plants,Wastewater,MN0024643,Roseau WWTP MN0024643,FA00433,WS 001,Influent Waste Stream,48.87285,-95.7252,FA00433.2303150807.000S,2023-03-15,Water,Inf-WWTP,FtS 8:2 acid,8:2 FtS,39108-34-4,N,<2.72,,ng/L,<,Below Method Detection Limit,2.72,20.0,Prelim,Total,1.0,TRG,1633,35109.0,Roseau WWTP,1198 Center St W,Roseau,MN,56751,Roseau
Municipal wastewater treatment plants,Wastewater,MN0024643,Roseau WWTP MN0024643,FA00433,WS 001,Influent Waste Stream,48.87285,-95.7252,FA00433.2303150807.000S,2023-03-15,Water,Inf-WWTP,9-chlorohexadecafluoro-3-oxanone-1-sulfonic acid,9Cl-PF3ONS,756426-58-1,N,<3.67,,ng/L,<,Below Method Detection Limit,3.67,20.0,Prelim,Total,1.0,TRG,1633,35109.0,Roseau WWTP,1198 Center St W,Roseau,MN,56751,Roseau
Municipal wastewater treatment plants,Wastewater,MN0024643,Roseau WWTP MN0024643,FA00433,WS 001,Influent Waste Stream,48.87285,-95.7252,FA00433.2303150807.000S,2023-03-15,Water,Inf-WWTP,"4,8-Dioxa-3H-perfluorononanoic acid",ADONA,919005-14-4,N,<2.86,,ng/L,<,Below Method Detection Limit,2.86,20.0,Prelim,Total,1.0,TRG,1633,35109.0,Roseau WWTP,1198 Center St W,Roseau,MN,56751,Roseau
Municipal wastewater treatment plants,Wastewater,MN0024643,Roseau WWTP MN0024643,FA00433,WS 001,Influent Waste Stream,48.87285,-95.7252,FA00433.2303150807.000S,2023-03-15,Water,Inf-WWTP,N-ethyl perfluorooctanesulfonamidoacetic acid,EtFOSAA,2991-50-6,N,<1.42,,ng/L,<,Below Method Detection Limit,1.42,5.0,Prelim,Total,1.0,TRG,1633,35109.0,Roseau WWTP,1198 Center St W,Roseau,MN,56751,Roseau
Municipal wastewater treatment plants,Wastewater,MN0024643,Roseau WWTP MN0024643,FA00433,WS 001,Influent Waste Stream,48.87285,-95.7252,FA00433.2303150807.000S,2023-03-15,Water,Inf-WWTP,Hexafluoropropylene oxide dimer acid,HFPO-DA,13252-13-6,N,<4.45,,ng/L,<,Below Method Detection Limit,4.45,20.0,Prelim,Total,1.0,TRG,1633,35109.0,Roseau WWTP,1198 Center St W,Roseau,MN,56751,Roseau
Municipal wastewater treatment plants,Wastewater,MN0024643,Roseau WWTP MN0024643,FA00433,WS 001,Influent Waste Stream,48.87285,-95.7252,FA00433.2303150807.000S,2023-03-15,Water,Inf-WWTP,N-methyl perfluorooctanesulfonamidoacetic acid,MeFOSAA,2355-31-9,N,<0.930,,ng/L,<,Below Method Detection Limit,0.93,5.0,Prelim,Total,1.0,TRG,1633,35109.0,Roseau WWTP,1198 Center St W,Roseau,MN,56751,Roseau
Municipal wastewater treatment plants,Wastewater,MN0024643,Roseau WWTP MN0024643,FA00433,WS 001,Influent Waste Stream,48.87285,-95.7252,FA00433.2303150807.000S,2023-03-15,Water,Inf-WWTP,N-ethylperfluoro-1-octanesulfonamide,N-EtFOSA,4151-50-2,N,<0.722,,ng/L,<,Below Method Detection Limit,0.722,5.0,Prelim,Total,1.0,TRG,1633,35109.0,Roseau WWTP,1198 Center St W,Roseau,MN,56751,Roseau
Municipal wastewater treatment plants,Wastewater,MN0024643,Roseau WWTP MN0024643,FA00433,WS 001,Influent Waste Stream,48.87285,-95.7252,FA00433.2303150807.000S,2023-03-15,Water,Inf-WWTP,2-(N-ethylperfluoro-1-octanesulfonamido)-ethanol,N-EtFOSE,1691-99-2,N,<11.8,,ng/L,<,Below Method Detection Limit,11.8,50.0,Prelim,Total,1.0,TRG,1633,35109.0,Roseau WWTP,1198 Center St W,Roseau,MN,56751,Roseau
Municipal wastewater treatment plants,Wastewater,MN0024643,Roseau WWTP MN0024643,FA00433,WS 001,Influent Waste Stream,48.87285,-95.7252,FA00433.2303150807.000S,2023-03-15,Water,Inf-WWTP,"Perfluoro-3,6-dioxaheptanoic acid",NFDHA,151772-58-6,N,<2.46,,ng/L,<,Below Method Detection Limit,2.46,10.0,Prelim,Total,1.0,TRG,1633,35109.0,Roseau WWTP,1198 Center St W,Roseau,MN,56751,Roseau
Municipal wastewater treatment plants,Wastewater,MN0024643,Roseau WWTP MN0024643,FA00433,WS 001,Influent Waste Stream,48.87285,-95.7252,FA00433.2303150807.000S,2023-03-15,Water,Inf-WWTP,N-methylperfluoro-1-octanesulfonamide,N-MeFOSA,31506-32-8,N,<0.765,,ng/L,<,Below Method Detection Limit,0.765,5.0,Prelim,Total,1.0,TRG,1633,35109.0,Roseau WWTP,1198 Center St W,Roseau,MN,56751,Roseau
Municipal wastewater treatment plants,Wastewater,MN0024643,Roseau WWTP MN0024643,FA00433,WS 001,Influent Waste Stream,48.87285,-95.7252,FA00433.2303150807.000S,2023-03-15,Water,Inf-WWTP,2-(N-methylperfluoro-1-octanesulfonamido)-ethanol,N-MeFOSE,24448-09-7,N,<7.58,,ng/L,<,Below Method Detection Limit,7.58,50.0,Prelim,Total,1.0,TRG,1633,35109.0,Roseau WWTP,1198 Center St W,Roseau,MN,56751,Roseau
Municipal wastewater treatment plants,Wastewater,MN0024643,Roseau WWTP MN0024643,FA00433,WS 001,Influent Waste Stream,48.87285,-95.7252,FA00433.2303150807.000S,2023-03-15,Water,Inf-WWTP,Perfluorobutanoic acid,PFBA,375-22-4,N,<2.73,,ng/L,<,Below Method Detection Limit,2.73,20.0,Prelim,Total,1.0,TRG,1633,35109.0,Roseau WWTP,1198 Center St W,Roseau,MN,56751,Roseau
Municipal wastewater treatment plants,Wastewater,MN0024643,Roseau WWTP MN0024643,FA00433,WS 001,Influent Waste Stream,48.87285,-95.7252,FA00433.2303150807.000S,2023-03-15,Water,Inf-WWTP,Perfluorobutanesulfonic acid,PFBS,375-73-5,Y,1.08,1.08,ng/L,J,,0.521,5.0,Prelim,Total,1.0,TRG,1633,35109.0,Roseau WWTP,1198 Center St W,Roseau,MN,56751,Roseau
Municipal wastewater treatment plants,Wastewater,MN0024643,Roseau WWTP MN0024643,FA00433,WS 001,Influent Waste Stream,48.87285,-95.7252,FA00433.2303150807.000S,2023-03-15,Water,Inf-WWTP,Perfluorodecanoic acid,PFDA,335-76-2,N,<0.906,,ng/L,<,Below Method Detection Limit,0.906,5.0,Prelim,Total,1.0,TRG,1633,35109.0,Roseau WWTP,1198 Center St W,Roseau,MN,56751,Roseau
Municipal wastewater treatment plants,Wastewater,MN0024643,Roseau WWTP MN0024643,FA00433,WS 001,Influent Waste Stream,48.87285,-95.7252,FA00433.2303150807.000S,2023-03-15,Water,Inf-WWTP,Perfluorododecanoic acid,PFDoA,307-55-1,N,<0.846,,ng/L,<,Below Method Detection Limit,0.846,5.0,Prelim,Total,1.0,TRG,1633,35109.0,Roseau WWTP,1198 Center St W,Roseau,MN,56751,Roseau
Municipal wastewater treatment plants,Wastewater,MN0024643,Roseau WWTP MN0024643,FA00433,WS 001,Influent Waste Stream,48.87285,-95.7252,FA00433.2303150807.000S,2023-03-15,Water,Inf-WWTP,Perfluorododecanesulfonic acid,PFDoS,79780-39-5,N,<1.70,,ng/L,<,Below Method Detection Limit,1.7,5.0,Prelim,Total,1.0,TRG,1633,35109.0,Roseau WWTP,1198 Center St W,Roseau,MN,56751,Roseau
Municipal wastewater treatment plants,Wastewater,MN0024643,Roseau WWTP MN0024643,FA00433,WS 001,Influent Waste Stream,48.87285,-95.7252,FA00433.2303150807.000S,2023-03-15,Water,Inf-WWTP,Perfluorodecanesulfonic acid,PFDS,335-77-3,N,<0.767,,ng/L,<,Below Method Detection Limit,0.767,5.0,Prelim,Total,1.0,TRG,1633,35109.0,Roseau WWTP,1198 Center St W,Roseau,MN,56751,Roseau
Municipal wastewater treatment plants,Wastewater,MN0024643,Roseau WWTP MN0024643,FA00433,WS 001,Influent Waste Stream,48.87285,-95.7252,FA00433.2303150807.000S,2023-03-15,Water,Inf-WWTP,Perfluoro(2-ethoxyethane)sulfonic acid,PFEESA,113507-82-7,N,<2.39,,ng/L,<,Below Method Detection Limit,2.39,10.0,Prelim,Total,1.0,TRG,1633,35109.0,Roseau WWTP,1198 Center St W,Roseau,MN,56751,Roseau
Municipal wastewater treatment plants,Wastewater,MN0024643,Roseau WWTP MN0024643,FA00433,WS 001,Influent Waste Stream,48.87285,-95.7252,FA00433.2303150807.000S,2023-03-15,Water,Inf-WWTP,Perfluoroheptanoic acid,PFHpA,375-85-9,N,<0.790,,ng/L,<,Below Method Detection Limit,0.79,5.0,Prelim,Total,1.0,TRG,1633,35109.0,Roseau WWTP,1198 Center St W,Roseau,MN,56751,Roseau
Municipal wastewater treatment plants,Wastewater,MN0024643,Roseau WWTP MN0024643,FA00433,WS 001,Influent Waste Stream,48.87285,-95.7252,FA00433.2303150807.000S,2023-03-15,Water,Inf-WWTP,Perfluoroheptanesulfonic acid,PFHpS,375-92-8,N,<0.561,,ng/L,<,Below Method Detection Limit,0.561,5.0,Prelim,Total,1.0,TRG,1633,35109.0,Roseau WWTP,1198 Center St W,Roseau,MN,56751,Roseau
Municipal wastewater treatment plants,Wastewater,MN0024643,Roseau WWTP MN0024643,FA00433,WS 001,Influent Waste Stream,48.87285,-95.7252,FA00433.2303150807.000S,2023-03-15,Water,Inf-WWTP,Perfluorohexanoic acid,PFHxA,307-24-4,Y,1.49,1.49,ng/L,J,,0.59,5.0,Prelim,Total,1.0,TRG,1633,35109.0,Roseau WWTP,1198 Center St W,Roseau,MN,56751,Roseau
Municipal wastewater treatment plants,Wastewater,MN0024643,Roseau WWTP MN0024643,FA00433,WS 001,Influent Waste Stream,48.87285,-95.7252,FA00433.2303150807.000S,2023-03-15,Water,Inf-WWTP,Perfluorohexanesulfonic acid,PFHxS,355-46-4,Y,1.12,1.12,ng/L,J,,0.857,5.0,Prelim,Total,1.0,TRG,1633,35109.0,Roseau WWTP,1198 Center St W,Roseau,MN,56751,Roseau
Municipal wastewater treatment plants,Wastewater,MN0024643,Roseau WWTP MN0024643,FA00433,WS 001,Influent Waste Stream,48.87285,-95.7252,FA00433.2303150807.000S,2023-03-15,Water,Inf-WWTP,Perfluoro-4-methoxybutanoic acid,PFMBA,863090-89-5,N,<1.48,,ng/L,<,Below Method Detection Limit,1.48,10.0,Prelim,Total,1.0,TRG,1633,35109.0,Roseau WWTP,1198 Center St W,Roseau,MN,56751,Roseau
Municipal wastewater treatment plants,Wastewater,MN0024643,Roseau WWTP MN0024643,FA00433,WS 001,Influent Waste Stream,48.87285,-95.7252,FA00433.2303150807.000S,2023-03-15,Water,Inf-WWTP,Perfluoro-3-methoxypropanoic acid,PFMPA,377-73-1,N,<1.60,,ng/L,<,Below Method Detection Limit,1.6,10.0,Prelim,Total,1.0,TRG,1633,35109.0,Roseau WWTP,1198 Center St W,Roseau,MN,56751,Roseau
Municipal wastewater treatment plants,Wastewater,MN0024643,Roseau WWTP MN0024643,FA00433,WS 001,Influent Waste Stream,48.87285,-95.7252,FA00433.2303150807.000S,2023-03-15,Water,Inf-WWTP,Perfluorononanoic acid,PFNA,375-95-1,N,<0.832,,ng/L,<,Below Method Detection Limit,0.832,5.0,Prelim,Total,1.0,TRG,1633,35109.0,Roseau WWTP,1198 Center St W,Roseau,MN,56751,Roseau
Municipal wastewater treatment plants,Wastewater,MN0024643,Roseau WWTP MN0024643,FA00433,WS 001,Influent Waste Stream,48.87285,-95.7252,FA00433.2303150807.000S,2023-03-15,Water,Inf-WWTP,Perfluorononanesulfonic acid,PFNS,68259-12-1,N,<1.09,,ng/L,<,Below Method Detection Limit,1.09,5.0,Prelim,Total,1.0,TRG,1633,35109.0,Roseau WWTP,1198 Center St W,Roseau,MN,56751,Roseau
Municipal wastewater treatment plants,Wastewater,MN0024643,Roseau WWTP MN0024643,FA00433,WS 001,Influent Waste Stream,48.87285,-95.7252,FA00433.2303150807.000S,2023-03-15,Water,Inf-WWTP,Perfluorooctanoic acid,PFOA,335-67-1,Y,2.2,2.2,ng/L,J,,0.786,5.0,Prelim,Total,1.0,TRG,1633,35109.0,Roseau WWTP,1198 Center St W,Roseau,MN,56751,Roseau
Municipal wastewater treatment plants,Wastewater,MN0024643,Roseau WWTP MN0024643,FA00433,WS 001,Influent Waste Stream,48.87285,-95.7252,FA00433.2303150807.000S,2023-03-15,Water,Inf-WWTP,Perfluorooctanesulfonic acid,PFOS,1763-23-1,Y,1.54,1.54,ng/L,J,,1.29,5.0,Prelim,Total,1.0,TRG,1633,35109.0,Roseau WWTP,1198 Center St W,Roseau,MN,56751,Roseau
Municipal wastewater treatment plants,Wastewater,MN0024643,Roseau WWTP MN0024643,FA00433,WS 001,Influent Waste Stream,48.87285,-95.7252,FA00433.2303150807.000S,2023-03-15,Water,Inf-WWTP,Perfluorooctanesulfonamide,PFOSA,754-91-6,N,<0.770,,ng/L,<,Below Method Detection Limit,0.77,5.0,Prelim,Total,1.0,TRG,1633,35109.0,Roseau WWTP,1198 Center St W,Roseau,MN,56751,Roseau
Municipal wastewater treatment plants,Wastewater,MN0024643,Roseau WWTP MN0024643,FA00433,WS 001,Influent Waste Stream,48.87285,-95.7252,FA00433.2303150807.000S,2023-03-15,Water,Inf-WWTP,Perfluoropentanoic acid,PFPeA,2706-90-3,N,<1.45,,ng/L,<,Below Method Detection Limit,1.45,10.0,Prelim,Total,1.0,TRG,1633,35109.0,Roseau WWTP,1198 Center St W,Roseau,MN,56751,Roseau
Municipal wastewater treatment plants,Wastewater,MN0024643,Roseau WWTP MN0024643,FA00433,WS 001,Influent Waste Stream,48.87285,-95.7252,FA00433.2303150807.000S,2023-03-15,Water,Inf-WWTP,Perfluoropentanesulfonic acid,PFPeS,2706-91-4,N,<0.582,,ng/L,<,Below Method Detection Limit,0.582,5.0,Prelim,Total,1.0,TRG,1633,35109.0,Roseau WWTP,1198 Center St W,Roseau,MN,56751,Roseau
Municipal wastewater treatment plants,Wastewater,MN0024643,Roseau WWTP MN0024643,FA00433,WS 001,Influent Waste Stream,48.87285,-95.7252,FA00433.2303150807.000S,2023-03-15,Water,Inf-WWTP,Perfluorotetradecanoic acid,PFTA,376-06-7,N,<0.838,,ng/L,<,Below Method Detection Limit,0.838,5.0,Prelim,Total,1.0,TRG,1633,35109.0,Roseau WWTP,1198 Center St W,Roseau,MN,56751,Roseau
Municipal wastewater treatment plants,Wastewater,MN0024643,Roseau WWTP MN0024643,FA00433,WS 001,Influent Waste Stream,48.87285,-95.7252,FA00433.2303150807.000S,2023-03-15,Water,Inf-WWTP,Perfluorotridecanoic acid,PFTrA,72629-94-8,N,<0.980,,ng/L,<,Below Method Detection Limit,0.98,5.0,Prelim,Total,1.0,TRG,1633,35109.0,Roseau WWTP,1198 Center St W,Roseau,MN,56751,Roseau
Municipal wastewater treatment plants,Wastewater,MN0024643,Roseau WWTP MN0024643,FA00433,WS 001,Influent Waste Stream,48.87285,-95.7252,FA00433.2303150807.000S,2023-03-15,Water,Inf-WWTP,Perfluoroundecanoic acid,PFUnA,2058-94-8,N,<0.908,,ng/L,<,Below Method Detection Limit,0.908,5.0,Prelim,Total,1.0,TRG,1633,35109.0,Roseau WWTP,1198 Center St W,Roseau,MN,56751,Roseau
Municipal wastewater treatment plants,Wastewater,MN0024643,Roseau WWTP MN0024643,FA00433,WS 001,Influent Waste Stream,48.87285,-95.7252,FA00433.2305151430.000S,2023-05-15,Water,Inf-WWTP,11-chloroeicosafluoro-3-oxaundecane-1-sulfonic acid,11Cl-PF3OUdS,763051-92-9,N,<0.0038,,ug/L,<,Below Method Detection Limit,0.0038,0.019,Prelim,Total,1.0,TRG,1633,35109.0,Roseau WWTP,1198 Center St W,Roseau,MN,56751,Roseau
Municipal wastewater treatment plants,Wastewater,MN0024643,Roseau WWTP MN0024643,FA00433,WS 001,Influent Waste Stream,48.87285,-95.7252,FA00433.2305151430.000S,2023-05-15,Water,Inf-WWTP,FTCA 3:3 ion,3:3 FTCA,1169706-83-5,N,<0.011,,ug/L,<,Below Method Detection Limit,0.011,0.024,Prelim,Total,1.0,TRG,1633,35109.0,Roseau WWTP,1198 Center St W,Roseau,MN,56751,Roseau
Municipal wastewater treatment plants,Wastewater,MN0024643,Roseau WWTP MN0024643,FA00433,WS 001,Influent Waste Stream,48.87285,-95.7252,FA00433.2305151430.000S,2023-05-15,Water,Inf-WWTP,FtS 4:2 acid,4:2 FtS,757124-72-4,N,<0.0023,,ug/L,<,Below Method Detection Limit,0.0023,0.019,Prelim,Total,1.0,TRG,1633,35109.0,Roseau WWTP,1198 Center St W,Roseau,MN,56751,Roseau
Municipal wastewater treatment plants,Wastewater,MN0024643,Roseau WWTP MN0024643,FA00433,WS 001,Influent Waste Stream,48.87285,-95.7252,FA00433.2305151430.000S,2023-05-15,Water,Inf-WWTP,FTCA 5:3 ion,5:3 FTCA,1799325-94-2,N,<0.023,,ug/L,<,Below Method Detection Limit,0.023,0.12,Prelim,Total,1.0,TRG,1633,35109.0,Roseau WWTP,1198 Center St W,Roseau,MN,56751,Roseau
Municipal wastewater treatment plants,Wastewater,MN0024643,Roseau WWTP MN0024643,FA00433,WS 001,Influent Waste Stream,48.87285,-95.7252,FA00433.2305151430.000S,2023-05-15,Water,Inf-WWTP,FtS 6:2 acid,6:2 FtS,27619-97-2,N,<0.0047,,ug/L,<,Below Method Detection Limit,0.0047,0.019,Prelim,Total,1.0,TRG,1633,35109.0,Roseau WWTP,1198 Center St W,Roseau,MN,56751,Roseau
Municipal wastewater treatment plants,Wastewater,MN0024643,Roseau WWTP MN0024643,FA00433,WS 001,Influent Waste Stream,48.87285,-95.7252,FA00433.2305151430.000S,2023-05-15,Water,Inf-WWTP,FTCA 7:3 ion,7:3 FTCA,812-70-4,N,<0.025,,ug/L,<,Below Method Detection Limit,0.025,0.12,Prelim,Total,1.0,TRG,1633,35109.0,Roseau WWTP,1198 Center St W,Roseau,MN,56751,Roseau
Municipal wastewater treatment plants,Wastewater,MN0024643,Roseau WWTP MN0024643,FA00433,WS 001,Influent Waste Stream,48.87285,-95.7252,FA00433.2305151430.000S,2023-05-15,Water,Inf-WWTP,FtS 8:2 acid,8:2 FtS,39108-34-4,N,<0.0051,,ug/L,<,Below Method Detection Limit,0.0051,0.019,Prelim,Total,1.0,TRG,1633,35109.0,Roseau WWTP,1198 Center St W,Roseau,MN,56751,Roseau
Municipal wastewater treatment plants,Wastewater,MN0024643,Roseau WWTP MN0024643,FA00433,WS 001,Influent Waste Stream,48.87285,-95.7252,FA00433.2305151430.000S,2023-05-15,Water,Inf-WWTP,9-chlorohexadecafluoro-3-oxanone-1-sulfonic acid,9Cl-PF3ONS,756426-58-1,N,<0.0040,,ug/L,<,Below Method Detection Limit,0.004,0.019,Prelim,Total,1.0,TRG,1633,35109.0,Roseau WWTP,1198 Center St W,Roseau,MN,56751,Roseau
Municipal wastewater treatment plants,Wastewater,MN0024643,Roseau WWTP MN0024643,FA00433,WS 001,Influent Waste Stream,48.87285,-95.7252,FA00433.2305151430.000S,2023-05-15,Water,Inf-WWTP,"4,8-Dioxa-3H-perfluorononanoic acid",ADONA,919005-14-4,N,<0.0028,,ug/L,<,Below Method Detection Limit,0.0028,0.019,Prelim,Total,1.0,TRG,1633,35109.0,Roseau WWTP,1198 Center St W,Roseau,MN,56751,Roseau
Municipal wastewater treatment plants,Wastewater,MN0024643,Roseau WWTP MN0024643,FA00433,WS 001,Influent Waste Stream,48.87285,-95.7252,FA00433.2305151430.000S,2023-05-15,Water,Inf-WWTP,N-ethyl perfluorooctanesulfonamidoacetic acid,EtFOSAA,2991-50-6,N,<0.0017,,ug/L,<,Below Method Detection Limit,0.0017,0.0048,Prelim,Total,1.0,TRG,1633,35109.0,Roseau WWTP,1198 Center St W,Roseau,MN,56751,Roseau
Municipal wastewater treatment plants,Wastewater,MN0024643,Roseau WWTP MN0024643,FA00433,WS 001,Influent Waste Stream,48.87285,-95.7252,FA00433.2305151430.000S,2023-05-15,Water,Inf-WWTP,Hexafluoropropylene oxide dimer acid,HFPO-DA,13252-13-6,N,<0.0038,,ug/L,<,Below Method Detection Limit,0.0038,0.019,Prelim,Total,1.0,TRG,1633,35109.0,Roseau WWTP,1198 Center St W,Roseau,MN,56751,Roseau
Municipal wastewater treatment plants,Wastewater,MN0024643,Roseau WWTP MN0024643,FA00433,WS 001,Influent Waste Stream,48.87285,-95.7252,FA00433.2305151430.000S,2023-05-15,Water,Inf-WWTP,N-methyl perfluorooctanesulfonamidoacetic acid,MeFOSAA,2355-31-9,N,<0.0015,,ug/L,<,Below Method Detection Limit,0.0015,0.0048,Prelim,Total,1.0,TRG,1633,35109.0,Roseau WWTP,1198 Center St W,Roseau,MN,56751,Roseau
