unnamed: 0,unnamed: 0.2,unnamed: 0.1,group,program,preferred id,facility name,sys loc code,loc name,loc type,latitude,longitude,sys sample code,sample date,medium,matrix,analyte,analyte short name,cas,detect flag,result text,result numeric,unit,lab qualifiers,detect description,method detection limit,reporting detection limit,approval code,fraction,dilution factor,result type code,analytic method,ai id,ai name,address,city,state,zip code,county
11674,11674,11674,Landfills and other solid waste management facilities,Solid Waste,SW-92,Mar-Kit Sanitary Landfill,843097,WT-301A,Well,48.78138,-96.814433,843097.2306071020.000S,6/7/2023,Water,Wtr-Ground,FtS 10:2 acid,10:2 FtS,120226-60-0,N,<0.89,,ng/L,<,Below Method Detection Limit,0.89,1.9,Prelim,Total,1,TRG,PACE 537.1 MOD,2364,Mar-Kit Landfill,2650 290th Ave,Hallock,MN,56728-9340,Kittson
11675,11675,11675,Landfills and other solid waste management facilities,Solid Waste,SW-92,Mar-Kit Sanitary Landfill,843097,WT-301A,Well,48.78138,-96.814433,843097.2306071020.000S,6/7/2023,Water,Wtr-Ground,11-chloroeicosafluoro-3-oxaundecane-1-sulfonic acid,11Cl-PF3OUdS,763051-92-9,N,<0.54,,ng/L,<,Below Method Detection Limit,0.54,1.8,Prelim,Total,1,TRG,PACE 537.1 MOD,2364,Mar-Kit Landfill,2650 290th Ave,Hallock,MN,56728-9340,Kittson
11676,11676,11676,Landfills and other solid waste management facilities,Solid Waste,SW-92,Mar-Kit Sanitary Landfill,843097,WT-301A,Well,48.78138,-96.814433,843097.2306071020.000S,6/7/2023,Water,Wtr-Ground,FtS 4:2 acid,4:2 FtS,757124-72-4,N,<0.45,,ng/L,<,Below Method Detection Limit,0.45,1.8,Prelim,Total,1,TRG,PACE 537.1 MOD,2364,Mar-Kit Landfill,2650 290th Ave,Hallock,MN,56728-9340,Kittson
11677,11677,11677,Landfills and other solid waste management facilities,Solid Waste,SW-92,Mar-Kit Sanitary Landfill,843097,WT-301A,Well,48.78138,-96.814433,843097.2306071020.000S,6/7/2023,Water,Wtr-Ground,FtS 8:2 acid,8:2 FtS,39108-34-4,N,<0.49,,ng/L,<,Below Method Detection Limit,0.49,1.9,Prelim,Total,1,TRG,PACE 537.1 MOD,2364,Mar-Kit Landfill,2650 290th Ave,Hallock,MN,56728-9340,Kittson
11678,11678,11678,Landfills and other solid waste management facilities,Solid Waste,SW-92,Mar-Kit Sanitary Landfill,843097,WT-301A,Well,48.78138,-96.814433,843097.2306071020.000S,6/7/2023,Water,Wtr-Ground,9-chlorohexadecafluoro-3-oxanone-1-sulfonic acid,9Cl-PF3ONS,756426-58-1,N,<0.46,,ng/L,<,Below Method Detection Limit,0.46,1.8,Prelim,Total,1,TRG,PACE 537.1 MOD,2364,Mar-Kit Landfill,2650 290th Ave,Hallock,MN,56728-9340,Kittson
11679,11679,11679,Landfills and other solid waste management facilities,Solid Waste,SW-92,Mar-Kit Sanitary Landfill,843097,WT-301A,Well,48.78138,-96.814433,843097.2306071020.000S,6/7/2023,Water,Wtr-Ground,"4,8-Dioxa-3H-perfluorononanoic acid",ADONA,919005-14-4,N,<0.89,,ng/L,<,Below Method Detection Limit,0.89,1.8,Prelim,Total,1,TRG,PACE 537.1 MOD,2364,Mar-Kit Landfill,2650 290th Ave,Hallock,MN,56728-9340,Kittson
11680,11680,11680,Landfills and other solid waste management facilities,Solid Waste,SW-92,Mar-Kit Sanitary Landfill,843097,WT-301A,Well,48.78138,-96.814433,843097.2306071020.000S,6/7/2023,Water,Wtr-Ground,N-ethyl perfluorooctanesulfonamidoacetic acid,EtFOSAA,2991-50-6,N,<0.79,,ng/L,<,Below Method Detection Limit,0.79,1.9,Prelim,Total,1,TRG,PACE 537.1 MOD,2364,Mar-Kit Landfill,2650 290th Ave,Hallock,MN,56728-9340,Kittson
11681,11681,11681,Landfills and other solid waste management facilities,Solid Waste,SW-92,Mar-Kit Sanitary Landfill,843097,WT-301A,Well,48.78138,-96.814433,843097.2306071020.000S,6/7/2023,Water,Wtr-Ground,Hexafluoropropylene oxide dimer acid,HFPO-DA,13252-13-6,N,<0.48,,ng/L,<,Below Method Detection Limit,0.48,1.9,Prelim,Total,1,TRG,PACE 537.1 MOD,2364,Mar-Kit Landfill,2650 290th Ave,Hallock,MN,56728-9340,Kittson
11682,11682,11682,Landfills and other solid waste management facilities,Solid Waste,SW-92,Mar-Kit Sanitary Landfill,843097,WT-301A,Well,48.78138,-96.814433,843097.2306071020.000S,6/7/2023,Water,Wtr-Ground,N-methyl perfluorooctanesulfonamidoacetic acid,MeFOSAA,2355-31-9,N,<0.67,,ng/L,<,Below Method Detection Limit,0.67,1.9,Prelim,Total,1,TRG,PACE 537.1 MOD,2364,Mar-Kit Landfill,2650 290th Ave,Hallock,MN,56728-9340,Kittson
11683,11683,11683,Landfills and other solid waste management facilities,Solid Waste,SW-92,Mar-Kit Sanitary Landfill,843097,WT-301A,Well,48.78138,-96.814433,843097.2306071020.000S,6/7/2023,Water,Wtr-Ground,N-ethylperfluoro-1-octanesulfonamide,N-EtFOSA,4151-50-2,N,<0.56,,ng/L,<,Below Method Detection Limit,0.56,1.9,Prelim,Total,1,TRG,PACE 537.1 MOD,2364,Mar-Kit Landfill,2650 290th Ave,Hallock,MN,56728-9340,Kittson
11684,11684,11684,Landfills and other solid waste management facilities,Solid Waste,SW-92,Mar-Kit Sanitary Landfill,843097,WT-301A,Well,48.78138,-96.814433,843097.2306071020.000S,6/7/2023,Water,Wtr-Ground,2-(N-ethylperfluoro-1-octanesulfonamido)-ethanol,N-EtFOSE,1691-99-2,N,<0.86,,ng/L,<,Below Method Detection Limit,0.86,1.9,Prelim,Total,1,TRG,PACE 537.1 MOD,2364,Mar-Kit Landfill,2650 290th Ave,Hallock,MN,56728-9340,Kittson
11685,11685,11685,Landfills and other solid waste management facilities,Solid Waste,SW-92,Mar-Kit Sanitary Landfill,843097,WT-301A,Well,48.78138,-96.814433,843097.2306071020.000S,6/7/2023,Water,Wtr-Ground,N-methylperfluoro-1-octanesulfonamide,N-MeFOSA,31506-32-8,N,<0.53,,ng/L,<,Below Method Detection Limit,0.53,1.9,Prelim,Total,1,TRG,PACE 537.1 MOD,2364,Mar-Kit Landfill,2650 290th Ave,Hallock,MN,56728-9340,Kittson
11686,11686,11686,Landfills and other solid waste management facilities,Solid Waste,SW-92,Mar-Kit Sanitary Landfill,843097,WT-301A,Well,48.78138,-96.814433,843097.2306071020.000S,6/7/2023,Water,Wtr-Ground,2-(N-methylperfluoro-1-octanesulfonamido)-ethanol,N-MeFOSE,24448-09-7,N,<0.50,,ng/L,<,Below Method Detection Limit,0.5,1.9,Prelim,Total,1,TRG,PACE 537.1 MOD,2364,Mar-Kit Landfill,2650 290th Ave,Hallock,MN,56728-9340,Kittson
11687,11687,11687,Landfills and other solid waste management facilities,Solid Waste,SW-92,Mar-Kit Sanitary Landfill,843097,WT-301A,Well,48.78138,-96.814433,843097.2306071020.000S,6/7/2023,Water,Wtr-Ground,Perfluorobutanoic acid,PFBA,375-22-4,Y,3.3,3.3,ng/L,,,0.48,1.9,Prelim,Total,1,TRG,PACE 537.1 MOD,2364,Mar-Kit Landfill,2650 290th Ave,Hallock,MN,56728-9340,Kittson
11688,11688,11688,Landfills and other solid waste management facilities,Solid Waste,SW-92,Mar-Kit Sanitary Landfill,843097,WT-301A,Well,48.78138,-96.814433,843097.2306071020.000S,6/7/2023,Water,Wtr-Ground,Perfluorobutanesulfonic acid,PFBS,375-73-5,N,<0.47,,ng/L,<,Below Method Detection Limit,0.47,1.7,Prelim,Total,1,TRG,PACE 537.1 MOD,2364,Mar-Kit Landfill,2650 290th Ave,Hallock,MN,56728-9340,Kittson
11689,11689,11689,Landfills and other solid waste management facilities,Solid Waste,SW-92,Mar-Kit Sanitary Landfill,843097,WT-301A,Well,48.78138,-96.814433,843097.2306071020.000S,6/7/2023,Water,Wtr-Ground,Perfluorodecanoic acid,PFDA,335-76-2,N,<0.59,,ng/L,<,Below Method Detection Limit,0.59,1.9,Prelim,Total,1,TRG,PACE 537.1 MOD,2364,Mar-Kit Landfill,2650 290th Ave,Hallock,MN,56728-9340,Kittson
11690,11690,11690,Landfills and other solid waste management facilities,Solid Waste,SW-92,Mar-Kit Sanitary Landfill,843097,WT-301A,Well,48.78138,-96.814433,843097.2306071020.000S,6/7/2023,Water,Wtr-Ground,Perfluorododecanoic acid,PFDoA,307-55-1,N,<0.46,,ng/L,<,Below Method Detection Limit,0.46,1.9,Prelim,Total,1,TRG,PACE 537.1 MOD,2364,Mar-Kit Landfill,2650 290th Ave,Hallock,MN,56728-9340,Kittson
11691,11691,11691,Landfills and other solid waste management facilities,Solid Waste,SW-92,Mar-Kit Sanitary Landfill,843097,WT-301A,Well,48.78138,-96.814433,843097.2306071020.000S,6/7/2023,Water,Wtr-Ground,Perfluorododecanesulfonic acid,PFDoS,79780-39-5,N,<0.57,,ng/L,<,Below Method Detection Limit,0.57,1.9,Prelim,Total,1,TRG,PACE 537.1 MOD,2364,Mar-Kit Landfill,2650 290th Ave,Hallock,MN,56728-9340,Kittson
11692,11692,11692,Landfills and other solid waste management facilities,Solid Waste,SW-92,Mar-Kit Sanitary Landfill,843097,WT-301A,Well,48.78138,-96.814433,843097.2306071020.000S,6/7/2023,Water,Wtr-Ground,Perfluorodecanesulfonic acid,PFDS,335-77-3,N,<0.62,,ng/L,<,Below Method Detection Limit,0.62,1.9,Prelim,Total,1,TRG,PACE 537.1 MOD,2364,Mar-Kit Landfill,2650 290th Ave,Hallock,MN,56728-9340,Kittson
11693,11693,11693,Landfills and other solid waste management facilities,Solid Waste,SW-92,Mar-Kit Sanitary Landfill,843097,WT-301A,Well,48.78138,-96.814433,843097.2306071020.000S,6/7/2023,Water,Wtr-Ground,Perfluoroheptanoic acid,PFHpA,375-85-9,N,<0.67,,ng/L,<,Below Method Detection Limit,0.67,1.9,Prelim,Total,1,TRG,PACE 537.1 MOD,2364,Mar-Kit Landfill,2650 290th Ave,Hallock,MN,56728-9340,Kittson
11694,11694,11694,Landfills and other solid waste management facilities,Solid Waste,SW-92,Mar-Kit Sanitary Landfill,843097,WT-301A,Well,48.78138,-96.814433,843097.2306071020.000S,6/7/2023,Water,Wtr-Ground,Perfluoroheptanesulfonic acid,PFHpS,375-92-8,N,<0.65,,ng/L,<,Below Method Detection Limit,0.65,1.8,Prelim,Total,1,TRG,PACE 537.1 MOD,2364,Mar-Kit Landfill,2650 290th Ave,Hallock,MN,56728-9340,Kittson
11695,11695,11695,Landfills and other solid waste management facilities,Solid Waste,SW-92,Mar-Kit Sanitary Landfill,843097,WT-301A,Well,48.78138,-96.814433,843097.2306071020.000S,6/7/2023,Water,Wtr-Ground,Perfluorohexanoic acid,PFHxA,307-24-4,N,<0.88,,ng/L,<,Below Method Detection Limit,0.88,1.9,Prelim,Total,1,TRG,PACE 537.1 MOD,2364,Mar-Kit Landfill,2650 290th Ave,Hallock,MN,56728-9340,Kittson
11696,11696,11696,Landfills and other solid waste management facilities,Solid Waste,SW-92,Mar-Kit Sanitary Landfill,843097,WT-301A,Well,48.78138,-96.814433,843097.2306071020.000S,6/7/2023,Water,Wtr-Ground,Perfluorohexadecanoic acid,PFHxDA,67905-19-5,N,<0.44,,ng/L,<,Below Method Detection Limit,0.44,1.9,Prelim,Total,1,TRG,PACE 537.1 MOD,2364,Mar-Kit Landfill,2650 290th Ave,Hallock,MN,56728-9340,Kittson
11697,11697,11697,Landfills and other solid waste management facilities,Solid Waste,SW-92,Mar-Kit Sanitary Landfill,843097,WT-301A,Well,48.78138,-96.814433,843097.2306071020.000S,6/7/2023,Water,Wtr-Ground,Perfluorohexanesulfonic acid,PFHxS,355-46-4,N,<0.51,,ng/L,<,Below Method Detection Limit,0.51,1.8,Prelim,Total,1,TRG,PACE 537.1 MOD,2364,Mar-Kit Landfill,2650 290th Ave,Hallock,MN,56728-9340,Kittson
11698,11698,11698,Landfills and other solid waste management facilities,Solid Waste,SW-92,Mar-Kit Sanitary Landfill,843097,WT-301A,Well,48.78138,-96.814433,843097.2306071020.000S,6/7/2023,Water,Wtr-Ground,Perfluorononanoic acid,PFNA,375-95-1,N,<0.77,,ng/L,<,Below Method Detection Limit,0.77,1.9,Prelim,Total,1,TRG,PACE 537.1 MOD,2364,Mar-Kit Landfill,2650 290th Ave,Hallock,MN,56728-9340,Kittson
11699,11699,11699,Landfills and other solid waste management facilities,Solid Waste,SW-92,Mar-Kit Sanitary Landfill,843097,WT-301A,Well,48.78138,-96.814433,843097.2306071020.000S,6/7/2023,Water,Wtr-Ground,Perfluorononanesulfonic acid,PFNS,68259-12-1,N,<0.57,,ng/L,<,Below Method Detection Limit,0.57,1.9,Prelim,Total,1,TRG,PACE 537.1 MOD,2364,Mar-Kit Landfill,2650 290th Ave,Hallock,MN,56728-9340,Kittson
11700,11700,11700,Landfills and other solid waste management facilities,Solid Waste,SW-92,Mar-Kit Sanitary Landfill,843097,WT-301A,Well,48.78138,-96.814433,843097.2306071020.000S,6/7/2023,Water,Wtr-Ground,Perfluorooctanoic acid,PFOA,335-67-1,N,<0.83,,ng/L,<,Below Method Detection Limit,0.83,1.9,Prelim,Total,1,TRG,PACE 537.1 MOD,2364,Mar-Kit Landfill,2650 290th Ave,Hallock,MN,56728-9340,Kittson
11701,11701,11701,Landfills and other solid waste management facilities,Solid Waste,SW-92,Mar-Kit Sanitary Landfill,843097,WT-301A,Well,48.78138,-96.814433,843097.2306071020.000S,6/7/2023,Water,Wtr-Ground,Perfluorooctadecanoic acid,PFODA,16517-11-6,N,<0.60,,ng/L,<,Below Method Detection Limit,0.6,1.9,Prelim,Total,1,TRG,PACE 537.1 MOD,2364,Mar-Kit Landfill,2650 290th Ave,Hallock,MN,56728-9340,Kittson
11702,11702,11702,Landfills and other solid waste management facilities,Solid Waste,SW-92,Mar-Kit Sanitary Landfill,843097,WT-301A,Well,48.78138,-96.814433,843097.2306071020.000S,6/7/2023,Water,Wtr-Ground,Perfluorooctanesulfonic acid,PFOS,1763-23-1,N,<0.64,,ng/L,<,Below Method Detection Limit,0.64,1.8,Prelim,Total,1,TRG,PACE 537.1 MOD,2364,Mar-Kit Landfill,2650 290th Ave,Hallock,MN,56728-9340,Kittson
11703,11703,11703,Landfills and other solid waste management facilities,Solid Waste,SW-92,Mar-Kit Sanitary Landfill,843097,WT-301A,Well,48.78138,-96.814433,843097.2306071020.000S,6/7/2023,Water,Wtr-Ground,Perfluorooctanesulfonamide,PFOSA,754-91-6,Y,1.3,1.3,ng/L,J,,0.69,1.9,Prelim,Total,1,TRG,PACE 537.1 MOD,2364,Mar-Kit Landfill,2650 290th Ave,Hallock,MN,56728-9340,Kittson
11704,11704,11704,Landfills and other solid waste management facilities,Solid Waste,SW-92,Mar-Kit Sanitary Landfill,843097,WT-301A,Well,48.78138,-96.814433,843097.2306071020.000S,6/7/2023,Water,Wtr-Ground,Perfluoropentanoic acid,PFPeA,2706-90-3,N,<0.80,,ng/L,<,Below Method Detection Limit,0.8,1.9,Prelim,Total,1,TRG,PACE 537.1 MOD,2364,Mar-Kit Landfill,2650 290th Ave,Hallock,MN,56728-9340,Kittson
11705,11705,11705,Landfills and other solid waste management facilities,Solid Waste,SW-92,Mar-Kit Sanitary Landfill,843097,WT-301A,Well,48.78138,-96.814433,843097.2306071020.000S,6/7/2023,Water,Wtr-Ground,Perfluoropentanesulfonic acid,PFPeS,2706-91-4,N,<0.58,,ng/L,<,Below Method Detection Limit,0.58,1.8,Prelim,Total,1,TRG,PACE 537.1 MOD,2364,Mar-Kit Landfill,2650 290th Ave,Hallock,MN,56728-9340,Kittson
11706,11706,11706,Landfills and other solid waste management facilities,Solid Waste,SW-92,Mar-Kit Sanitary Landfill,843097,WT-301A,Well,48.78138,-96.814433,843097.2306071020.000S,6/7/2023,Water,Wtr-Ground,Perfluorotetradecanoic acid,PFTA,376-06-7,N,<0.58,,ng/L,<,Below Method Detection Limit,0.58,1.9,Prelim,Total,1,TRG,PACE 537.1 MOD,2364,Mar-Kit Landfill,2650 290th Ave,Hallock,MN,56728-9340,Kittson
11707,11707,11707,Landfills and other solid waste management facilities,Solid Waste,SW-92,Mar-Kit Sanitary Landfill,843097,WT-301A,Well,48.78138,-96.814433,843097.2306071020.000S,6/7/2023,Water,Wtr-Ground,Perfluorotridecanoic acid,PFTrA,72629-94-8,N,<0.60,,ng/L,<,Below Method Detection Limit,0.6,1.9,Prelim,Total,1,TRG,PACE 537.1 MOD,2364,Mar-Kit Landfill,2650 290th Ave,Hallock,MN,56728-9340,Kittson
11708,11708,11708,Landfills and other solid waste management facilities,Solid Waste,SW-92,Mar-Kit Sanitary Landfill,843097,WT-301A,Well,48.78138,-96.814433,843097.2306071020.000S,6/7/2023,Water,Wtr-Ground,Perfluoroundecanoic acid,PFUnA,2058-94-8,N,<0.47,,ng/L,<,Below Method Detection Limit,0.47,1.9,Prelim,Total,1,TRG,PACE 537.1 MOD,2364,Mar-Kit Landfill,2650 290th Ave,Hallock,MN,56728-9340,Kittson
11709,11709,11709,Municipal wastewater treatment plants,Wastewater,MN0022179,Marshall WWTP MN0022179 MNR0539JJ,FA00134,WS001,Influent Waste Stream,44.47944,-95.7758,FA00134.2303161258.000S,3/16/2023,Water,Inf-WWTP,11-chloroeicosafluoro-3-oxaundecane-1-sulfonic acid,11Cl-PF3OUdS,763051-92-9,N,<4.68,,ng/L,<,Below Method Detection Limit,4.68,20.0,Prelim,Total,1,TRG,1633,1333,Marshall WWTP,600 E Erie Rd,Marshall,MN,56258-2704,Lyon
11710,11710,11710,Municipal wastewater treatment plants,Wastewater,MN0022179,Marshall WWTP MN0022179 MNR0539JJ,FA00134,WS001,Influent Waste Stream,44.47944,-95.7758,FA00134.2303161258.000S,3/16/2023,Water,Inf-WWTP,FTCA 3:3,3:3 FTCA,356-02-5,N,<7.41,,ng/L,<,Below Method Detection Limit,7.41,25.0,Prelim,Total,1,TRG,1633,1333,Marshall WWTP,600 E Erie Rd,Marshall,MN,56258-2704,Lyon
11711,11711,11711,Municipal wastewater treatment plants,Wastewater,MN0022179,Marshall WWTP MN0022179 MNR0539JJ,FA00134,WS001,Influent Waste Stream,44.47944,-95.7758,FA00134.2303161258.000S,3/16/2023,Water,Inf-WWTP,FtS 4:2 acid,4:2 FtS,757124-72-4,N,<3.16,,ng/L,<,Below Method Detection Limit,3.16,20.0,Prelim,Total,1,TRG,1633,1333,Marshall WWTP,600 E Erie Rd,Marshall,MN,56258-2704,Lyon
11712,11712,11712,Municipal wastewater treatment plants,Wastewater,MN0022179,Marshall WWTP MN0022179 MNR0539JJ,FA00134,WS001,Influent Waste Stream,44.47944,-95.7758,FA00134.2303161258.000S,3/16/2023,Water,Inf-WWTP,FTCA 5:3,5:3 FTCA,914637-49-3,N,<9.40,,ng/L,<,Below Method Detection Limit,9.4,125.0,Prelim,Total,1,TRG,1633,1333,Marshall WWTP,600 E Erie Rd,Marshall,MN,56258-2704,Lyon
11713,11713,11713,Municipal wastewater treatment plants,Wastewater,MN0022179,Marshall WWTP MN0022179 MNR0539JJ,FA00134,WS001,Influent Waste Stream,44.47944,-95.7758,FA00134.2303161258.000S,3/16/2023,Water,Inf-WWTP,FtS 6:2 acid,6:2 FtS,27619-97-2,N,<4.73,,ng/L,<,Below Method Detection Limit,4.73,20.0,Prelim,Total,1,TRG,1633,1333,Marshall WWTP,600 E Erie Rd,Marshall,MN,56258-2704,Lyon
11714,11714,11714,Municipal wastewater treatment plants,Wastewater,MN0022179,Marshall WWTP MN0022179 MNR0539JJ,FA00134,WS001,Influent Waste Stream,44.47944,-95.7758,FA00134.2303161258.000S,3/16/2023,Water,Inf-WWTP,FTCA 7:3 ion,7:3 FTCA,812-70-4,N,<12.8,,ng/L,<,Below Method Detection Limit,12.8,125.0,Prelim,Total,1,TRG,1633,1333,Marshall WWTP,600 E Erie Rd,Marshall,MN,56258-2704,Lyon
11715,11715,11715,Municipal wastewater treatment plants,Wastewater,MN0022179,Marshall WWTP MN0022179 MNR0539JJ,FA00134,WS001,Influent Waste Stream,44.47944,-95.7758,FA00134.2303161258.000S,3/16/2023,Water,Inf-WWTP,FtS 8:2 acid,8:2 FtS,39108-34-4,N,<2.72,,ng/L,<,Below Method Detection Limit,2.72,20.0,Prelim,Total,1,TRG,1633,1333,Marshall WWTP,600 E Erie Rd,Marshall,MN,56258-2704,Lyon
11716,11716,11716,Municipal wastewater treatment plants,Wastewater,MN0022179,Marshall WWTP MN0022179 MNR0539JJ,FA00134,WS001,Influent Waste Stream,44.47944,-95.7758,FA00134.2303161258.000S,3/16/2023,Water,Inf-WWTP,9-chlorohexadecafluoro-3-oxanone-1-sulfonic acid,9Cl-PF3ONS,756426-58-1,N,<3.67,,ng/L,<,Below Method Detection Limit,3.67,20.0,Prelim,Total,1,TRG,1633,1333,Marshall WWTP,600 E Erie Rd,Marshall,MN,56258-2704,Lyon
11717,11717,11717,Municipal wastewater treatment plants,Wastewater,MN0022179,Marshall WWTP MN0022179 MNR0539JJ,FA00134,WS001,Influent Waste Stream,44.47944,-95.7758,FA00134.2303161258.000S,3/16/2023,Water,Inf-WWTP,"4,8-Dioxa-3H-perfluorononanoic acid",ADONA,919005-14-4,N,<2.86,,ng/L,<,Below Method Detection Limit,2.86,20.0,Prelim,Total,1,TRG,1633,1333,Marshall WWTP,600 E Erie Rd,Marshall,MN,56258-2704,Lyon
11718,11718,11718,Municipal wastewater treatment plants,Wastewater,MN0022179,Marshall WWTP MN0022179 MNR0539JJ,FA00134,WS001,Influent Waste Stream,44.47944,-95.7758,FA00134.2303161258.000S,3/16/2023,Water,Inf-WWTP,N-ethyl perfluorooctanesulfonamidoacetic acid,EtFOSAA,2991-50-6,N,<1.42,,ng/L,<,Below Method Detection Limit,1.42,5.0,Prelim,Total,1,TRG,1633,1333,Marshall WWTP,600 E Erie Rd,Marshall,MN,56258-2704,Lyon
11719,11719,11719,Municipal wastewater treatment plants,Wastewater,MN0022179,Marshall WWTP MN0022179 MNR0539JJ,FA00134,WS001,Influent Waste Stream,44.47944,-95.7758,FA00134.2303161258.000S,3/16/2023,Water,Inf-WWTP,Hexafluoropropylene oxide dimer acid,HFPO-DA,13252-13-6,N,<4.45,,ng/L,<,Below Method Detection Limit,4.45,20.0,Prelim,Total,1,TRG,1633,1333,Marshall WWTP,600 E Erie Rd,Marshall,MN,56258-2704,Lyon
11720,11720,11720,Municipal wastewater treatment plants,Wastewater,MN0022179,Marshall WWTP MN0022179 MNR0539JJ,FA00134,WS001,Influent Waste Stream,44.47944,-95.7758,FA00134.2303161258.000S,3/16/2023,Water,Inf-WWTP,N-methyl perfluorooctanesulfonamidoacetic acid,MeFOSAA,2355-31-9,N,<0.930,,ng/L,<,Below Method Detection Limit,0.93,5.0,Prelim,Total,1,TRG,1633,1333,Marshall WWTP,600 E Erie Rd,Marshall,MN,56258-2704,Lyon
11721,11721,11721,Municipal wastewater treatment plants,Wastewater,MN0022179,Marshall WWTP MN0022179 MNR0539JJ,FA00134,WS001,Influent Waste Stream,44.47944,-95.7758,FA00134.2303161258.000S,3/16/2023,Water,Inf-WWTP,N-ethylperfluoro-1-octanesulfonamide,N-EtFOSA,4151-50-2,N,<0.722,,ng/L,<,Below Method Detection Limit,0.722,5.0,Prelim,Total,1,TRG,1633,1333,Marshall WWTP,600 E Erie Rd,Marshall,MN,56258-2704,Lyon
11722,11722,11722,Municipal wastewater treatment plants,Wastewater,MN0022179,Marshall WWTP MN0022179 MNR0539JJ,FA00134,WS001,Influent Waste Stream,44.47944,-95.7758,FA00134.2303161258.000S,3/16/2023,Water,Inf-WWTP,2-(N-ethylperfluoro-1-octanesulfonamido)-ethanol,N-EtFOSE,1691-99-2,N,<11.8,,ng/L,<,Below Method Detection Limit,11.8,50.0,Prelim,Total,1,TRG,1633,1333,Marshall WWTP,600 E Erie Rd,Marshall,MN,56258-2704,Lyon
11723,11723,11723,Municipal wastewater treatment plants,Wastewater,MN0022179,Marshall WWTP MN0022179 MNR0539JJ,FA00134,WS001,Influent Waste Stream,44.47944,-95.7758,FA00134.2303161258.000S,3/16/2023,Water,Inf-WWTP,"Perfluoro-3,6-dioxaheptanoic acid",NFDHA,151772-58-6,N,<2.46,,ng/L,<,Below Method Detection Limit,2.46,10.0,Prelim,Total,1,TRG,1633,1333,Marshall WWTP,600 E Erie Rd,Marshall,MN,56258-2704,Lyon
11724,11724,11724,Municipal wastewater treatment plants,Wastewater,MN0022179,Marshall WWTP MN0022179 MNR0539JJ,FA00134,WS001,Influent Waste Stream,44.47944,-95.7758,FA00134.2303161258.000S,3/16/2023,Water,Inf-WWTP,N-methylperfluoro-1-octanesulfonamide,N-MeFOSA,31506-32-8,N,<0.765,,ng/L,<,Below Method Detection Limit,0.765,5.0,Prelim,Total,1,TRG,1633,1333,Marshall WWTP,600 E Erie Rd,Marshall,MN,56258-2704,Lyon
11725,11725,11725,Municipal wastewater treatment plants,Wastewater,MN0022179,Marshall WWTP MN0022179 MNR0539JJ,FA00134,WS001,Influent Waste Stream,44.47944,-95.7758,FA00134.2303161258.000S,3/16/2023,Water,Inf-WWTP,2-(N-methylperfluoro-1-octanesulfonamido)-ethanol,N-MeFOSE,24448-09-7,N,<7.58,,ng/L,<,Below Method Detection Limit,7.58,50.0,Prelim,Total,1,TRG,1633,1333,Marshall WWTP,600 E Erie Rd,Marshall,MN,56258-2704,Lyon
11726,11726,11726,Municipal wastewater treatment plants,Wastewater,MN0022179,Marshall WWTP MN0022179 MNR0539JJ,FA00134,WS001,Influent Waste Stream,44.47944,-95.7758,FA00134.2303161258.000S,3/16/2023,Water,Inf-WWTP,Perfluorobutanoic acid,PFBA,375-22-4,N,<2.73,,ng/L,<,Below Method Detection Limit,2.73,20.0,Prelim,Total,1,TRG,1633,1333,Marshall WWTP,600 E Erie Rd,Marshall,MN,56258-2704,Lyon
11727,11727,11727,Municipal wastewater treatment plants,Wastewater,MN0022179,Marshall WWTP MN0022179 MNR0539JJ,FA00134,WS001,Influent Waste Stream,44.47944,-95.7758,FA00134.2303161258.000S,3/16/2023,Water,Inf-WWTP,Perfluorobutanesulfonic acid,PFBS,375-73-5,Y,1.6,1.6,ng/L,J,,0.521,5.0,Prelim,Total,1,TRG,1633,1333,Marshall WWTP,600 E Erie Rd,Marshall,MN,56258-2704,Lyon
11728,11728,11728,Municipal wastewater treatment plants,Wastewater,MN0022179,Marshall WWTP MN0022179 MNR0539JJ,FA00134,WS001,Influent Waste Stream,44.47944,-95.7758,FA00134.2303161258.000S,3/16/2023,Water,Inf-WWTP,Perfluorodecanoic acid,PFDA,335-76-2,N,<0.906,,ng/L,<,Below Method Detection Limit,0.906,5.0,Prelim,Total,1,TRG,1633,1333,Marshall WWTP,600 E Erie Rd,Marshall,MN,56258-2704,Lyon
11729,11729,11729,Municipal wastewater treatment plants,Wastewater,MN0022179,Marshall WWTP MN0022179 MNR0539JJ,FA00134,WS001,Influent Waste Stream,44.47944,-95.7758,FA00134.2303161258.000S,3/16/2023,Water,Inf-WWTP,Perfluorododecanoic acid,PFDoA,307-55-1,Y,2.59,2.59,ng/L,J,,0.846,5.0,Prelim,Total,1,TRG,1633,1333,Marshall WWTP,600 E Erie Rd,Marshall,MN,56258-2704,Lyon
11730,11730,11730,Municipal wastewater treatment plants,Wastewater,MN0022179,Marshall WWTP MN0022179 MNR0539JJ,FA00134,WS001,Influent Waste Stream,44.47944,-95.7758,FA00134.2303161258.000S,3/16/2023,Water,Inf-WWTP,Perfluorododecanesulfonic acid,PFDoS,79780-39-5,N,<1.70,,ng/L,<,Below Method Detection Limit,1.7,5.0,Prelim,Total,1,TRG,1633,1333,Marshall WWTP,600 E Erie Rd,Marshall,MN,56258-2704,Lyon
